id;value;datetime
1293;20006.33333333333;2023-01-01T00:00:00+01:00
1293;19292.0;2023-01-01T01:00:00+01:00
1293;18155.41666666667;2023-01-01T02:00:00+01:00
1293;17120.08333333333;2023-01-01T03:00:00+01:00
1293;16552.58333333333;2023-01-01T04:00:00+01:00
1293;16191.0;2023-01-01T05:00:00+01:00
1293;16221.33333333333;2023-01-01T06:00:00+01:00
1293;16493.0;2023-01-01T07:00:00+01:00
1293;16518.33333333333;2023-01-01T08:00:00+01:00
1293;16845.66666666667;2023-01-01T09:00:00+01:00
1293;18097.08333333333;2023-01-01T10:00:00+01:00
1293;19209.66666666667;2023-01-01T11:00:00+01:00
1293;19722.91666666667;2023-01-01T12:00:00+01:00
1293;20342.5;2023-01-01T13:00:00+01:00
1293;20549.0;2023-01-01T14:00:00+01:00
1293;19730.66666666667;2023-01-01T15:00:00+01:00
1293;19490.41666666667;2023-01-01T16:00:00+01:00
1293;20197.16666666667;2023-01-01T17:00:00+01:00
1293;22486.5;2023-01-01T18:00:00+01:00
1293;23562.16666666667;2023-01-01T19:00:00+01:00
1293;24385.66666666667;2023-01-01T20:00:00+01:00
1293;24623.41666666667;2023-01-01T21:00:00+01:00
1293;23471.25;2023-01-01T22:00:00+01:00
1293;21584.75;2023-01-01T23:00:00+01:00
1293;19967.83333333333;2023-01-02T00:00:00+01:00
1293;18580.66666666667;2023-01-02T01:00:00+01:00
1293;17674.91666666667;2023-01-02T02:00:00+01:00
1293;17235.41666666667;2023-01-02T03:00:00+01:00
1293;17210.0;2023-01-02T04:00:00+01:00
1293;17774.58333333333;2023-01-02T05:00:00+01:00
1293;19909.5;2023-01-02T06:00:00+01:00
1293;22404.66666666667;2023-01-02T07:00:00+01:00
1293;24325.91666666667;2023-01-02T08:00:00+01:00
1293;25752.41666666667;2023-01-02T09:00:00+01:00
1293;26846.41666666667;2023-01-02T10:00:00+01:00
1293;27146.66666666667;2023-01-02T11:00:00+01:00
1293;27209.16666666667;2023-01-02T12:00:00+01:00
1293;27640.91666666667;2023-01-02T13:00:00+01:00
1293;27634.75;2023-01-02T14:00:00+01:00
1293;27002.25;2023-01-02T15:00:00+01:00
1293;26801.5;2023-01-02T16:00:00+01:00
1293;26867.41666666667;2023-01-02T17:00:00+01:00
1293;28026.75;2023-01-02T18:00:00+01:00
1293;28662.75;2023-01-02T19:00:00+01:00
1293;29363.83333333333;2023-01-02T20:00:00+01:00
1293;29028.66666666667;2023-01-02T21:00:00+01:00
1293;26928.66666666667;2023-01-02T22:00:00+01:00
1293;24488.33333333333;2023-01-02T23:00:00+01:00
